Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://github.com/BCSlicencing/Logo/blob/main/lockscreen.png,1:00:00,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
